Crime Type,Date of Initial Criminal Activity,Date Charges Filed,Dollars Involved
Embezzlement,10/2/12 18:35,6/10/13 12:14,3979715
Securities Fraud,5/1/14 12:42,12/25/14 1:51,9705604
Embezzlement,2/22/07 19:21,12/8/11 3:46,3493905
Embezzlement,9/6/11 9:11,5/16/14 21:28,7812806
Securities Fraud,9/26/11 11:58,7/5/12 23:17,3617473
Embezzlement,7/7/11 19:19,6/11/12 2:44,5726433
Ponzi Scheme,2/17/08 19:55,9/7/11 3:18,9217773
Insider Trading,1/24/11 16:56,4/4/16 22:46,7523170
Embezzlement,1/3/11 4:58,9/25/15 9:07,1423728
Embezzlement,8/24/12 17:36,4/26/14 0:49,4660510
Insider Trading,10/26/09 16:23,8/19/12 8:25,3286704
Ponzi Scheme,5/4/13 10:11,3/26/16 6:52,1066886
Securities Fraud,10/19/08 22:20,10/14/09 0:37,695238
Embezzlement,3/26/13 11:00,7/14/14 20:28,8357717
Embezzlement,3/22/09 4:41,11/25/11 0:18,5073897
Securities Fraud,5/10/09 4:04,10/31/14 13:30,1957535
Ponzi Scheme,2/21/14 15:22,8/22/16 4:53,4352164
Insider Trading,8/29/10 6:19,2/10/15 6:40,7470937
Securities Fraud,6/26/07 2:57,6/6/09 16:29,6916086
Insider Trading,7/17/11 10:17,3/22/16 16:31,6526402
Ponzi Scheme,4/10/11 10:08,7/4/13 3:21,4009436
Insider Trading,4/5/12 10:13,4/29/14 0:55,7687145
Insider Trading,12/14/06 9:36,11/22/07 4:30,6790791
Ponzi Scheme,4/10/12 17:05,6/5/15 16:57,6956808
Securities Fraud,12/14/10 0:17,7/23/11 18:55,8530963
Insider Trading,6/28/08 21:50,8/29/11 9:28,7264518
Insider Trading,5/27/08 12:29,9/28/08 20:33,4786971
Securities Fraud,5/26/14 6:14,10/7/19 2:53,2572170
Securities Fraud,3/11/14 7:55,8/1/15 6:53,705776
Securities Fraud,4/11/13 7:36,10/12/15 17:58,7965113
Securities Fraud,7/24/12 12:37,6/5/13 22:37,4911941
Securities Fraud,3/15/09 20:40,11/8/11 6:16,6202428
Embezzlement,8/9/07 17:07,6/20/08 10:31,383758
Securities Fraud,9/19/09 2:29,6/8/13 21:17,3567567
Insider Trading,4/1/12 9:38,4/4/14 14:52,9991610
Ponzi Scheme,1/20/12 4:04,8/14/12 20:44,808559
Embezzlement,10/23/09 2:44,9/10/12 8:48,4622427
Insider Trading,2/16/12 18:41,3/27/16 7:41,2302752
Embezzlement,7/1/10 2:03,5/7/13 1:06,5390340
Securities Fraud,10/27/12 8:36,11/22/16 13:08,1799740
Insider Trading,10/25/13 13:04,7/27/15 4:24,5606782
Insider Trading,1/31/08 19:08,2/9/08 2:49,9062744
Insider Trading,9/23/13 14:16,11/16/16 12:41,2210045
Securities Fraud,8/9/08 20:07,1/29/14 2:50,3467712
Embezzlement,4/30/08 17:36,12/15/11 19:47,5268508
Ponzi Scheme,6/27/10 18:15,8/14/10 2:57,9898149
Securities Fraud,4/24/14 10:05,12/9/15 8:51,2671378
Embezzlement,8/13/07 1:38,10/10/07 18:48,5248598
Ponzi Scheme,11/11/13 22:25,9/11/18 14:48,876859
Embezzlement,9/27/14 12:32,10/17/15 8:26,478585
Ponzi Scheme,4/10/14 0:35,1/12/16 13:35,8654134
Ponzi Scheme,4/19/14 18:28,1/5/17 4:17,7074279
Insider Trading,3/10/11 22:12,2/23/12 5:28,9596129
Insider Trading,4/22/08 11:38,5/10/09 5:24,1539311
Ponzi Scheme,7/26/10 23:35,10/14/15 7:17,1782849
Embezzlement,5/11/08 20:46,4/22/11 8:56,1769640
Embezzlement,1/27/14 7:17,7/3/17 5:59,3479410
Embezzlement,8/17/10 22:54,11/25/10 22:11,7673782
Insider Trading,12/1/08 4:46,10/30/10 3:57,3036823
Insider Trading,5/5/12 14:36,6/30/17 7:44,7707604
Embezzlement,4/3/14 19:26,12/4/16 8:24,3155189
Securities Fraud,7/13/12 13:29,10/28/17 23:55,9698010
Embezzlement,3/19/10 14:24,2/27/13 0:03,6214174
Insider Trading,11/28/08 15:49,5/19/10 10:14,5804730
Securities Fraud,7/26/11 0:45,3/15/16 1:32,6217975
Securities Fraud,3/18/12 3:13,6/6/17 22:58,2845243
Securities Fraud,4/20/10 7:06,8/31/15 4:39,8653166
Securities Fraud,12/29/08 5:22,4/27/10 18:03,5478246
Insider Trading,12/10/12 22:05,1/14/18 17:39,2277107
Securities Fraud,3/27/07 22:14,11/27/07 19:28,6711121
Securities Fraud,6/10/13 7:08,9/27/15 14:06,9005639
Ponzi Scheme,10/27/08 22:56,4/24/12 8:33,6941025
Insider Trading,10/7/13 15:00,2/25/17 1:35,6104478
Insider Trading,6/4/12 8:57,1/11/14 7:00,5507091
Embezzlement,11/9/13 3:24,12/1/18 12:25,9430734
Insider Trading,5/18/07 10:49,7/19/12 14:06,9987383
Insider Trading,11/7/12 9:41,10/18/16 10:38,5239126
Embezzlement,6/29/12 22:01,12/28/14 12:56,7984622
Insider Trading,4/30/10 0:30,3/29/14 13:01,7944118
Securities Fraud,7/24/07 20:54,2/7/10 1:37,1645023
Insider Trading,5/12/08 13:46,6/29/08 9:51,4742432
Securities Fraud,6/6/10 5:43,9/23/14 11:08,886450
Ponzi Scheme,10/25/11 5:23,12/19/12 3:35,8578753
Embezzlement,3/22/10 6:27,11/5/13 15:20,2070860
Ponzi Scheme,3/15/08 7:46,9/26/11 11:54,7668747
Embezzlement,4/12/11 7:01,8/1/11 17:33,2496088
Ponzi Scheme,6/11/14 7:11,3/13/19 17:32,4814247
Securities Fraud,2/9/08 3:51,8/19/11 2:18,741026
Embezzlement,9/23/12 15:27,12/17/17 3:54,2619106
Ponzi Scheme,7/10/11 10:50,5/22/12 21:41,3106903
Insider Trading,10/4/12 11:12,8/8/15 21:07,9681135
Embezzlement,3/27/13 1:31,10/14/14 22:30,8322432
Insider Trading,7/16/08 1:51,11/28/10 17:25,8189544
Insider Trading,3/16/10 18:12,10/24/12 4:32,6442479
Insider Trading,10/21/08 17:31,9/9/13 8:37,695712
Ponzi Scheme,10/2/08 14:26,10/22/10 3:00,7023330
Ponzi Scheme,2/7/07 20:50,7/11/09 4:09,4333868
Securities Fraud,5/9/09 11:07,3/27/11 0:45,8278444
Embezzlement,10/25/12 16:09,6/14/16 11:13,412973
Insider Trading,6/19/10 20:05,12/7/15 22:50,9375073
Insider Trading,8/9/12 11:55,12/5/17 7:08,4151894
Insider Trading,1/27/12 2:28,11/13/15 1:49,1753747
Securities Fraud,7/19/08 4:58,11/24/12 19:04,1206983
Insider Trading,4/21/08 12:42,4/7/13 2:37,616188
Ponzi Scheme,11/12/11 11:32,11/26/13 18:05,9780701
Ponzi Scheme,7/16/09 1:17,7/6/13 19:44,3456845
Ponzi Scheme,9/29/08 13:03,2/4/14 15:06,4285417
Securities Fraud,6/26/11 17:32,2/10/16 7:39,3424265
Securities Fraud,7/6/14 11:58,9/8/14 21:25,4314230
Embezzlement,7/4/08 12:51,10/27/09 4:22,6865953
Insider Trading,12/24/12 22:04,7/2/13 1:32,966482
Securities Fraud,10/4/14 18:45,8/20/18 20:33,647098
Insider Trading,5/18/10 0:54,12/12/11 16:57,2887321
Securities Fraud,11/20/14 7:07,12/19/14 14:07,6366156
Securities Fraud,4/8/08 5:23,5/10/13 0:44,3121058
Insider Trading,6/27/09 9:44,3/8/10 7:32,3906966
Ponzi Scheme,3/15/11 22:56,8/4/12 0:22,7280269
Securities Fraud,8/28/14 8:49,4/23/18 12:34,5281637
Securities Fraud,9/28/07 9:35,7/21/12 10:50,4740499
Ponzi Scheme,3/1/12 10:34,6/2/13 22:46,6307573
Insider Trading,10/17/14 2:51,8/26/19 1:24,7611784
Securities Fraud,7/11/14 2:12,12/5/19 13:01,2268123
Ponzi Scheme,1/8/11 5:14,11/14/15 4:04,3248695
Embezzlement,2/17/07 6:45,9/30/10 2:05,191717
Embezzlement,3/10/10 10:12,6/24/12 1:40,3588892
Embezzlement,9/12/14 14:20,6/24/18 7:01,5606701
Embezzlement,4/7/07 12:18,8/24/12 3:11,9639134
Insider Trading,1/16/10 3:42,6/9/12 11:15,5628699
Ponzi Scheme,8/10/11 22:38,4/3/13 0:25,5546388
Securities Fraud,7/15/08 4:49,7/5/10 13:14,4323789
Ponzi Scheme,4/17/07 2:22,3/5/10 1:32,6941507
Embezzlement,1/9/12 14:57,5/11/14 15:48,161088
Embezzlement,10/2/14 5:27,9/20/16 10:43,5575002
Ponzi Scheme,11/19/06 3:17,5/23/10 15:32,5733157
Ponzi Scheme,4/23/13 15:25,7/31/14 6:30,2469808
Embezzlement,9/16/08 9:39,8/14/11 14:38,4813253
Securities Fraud,9/1/12 3:14,4/6/15 18:43,7474622
Embezzlement,4/9/13 1:12,4/23/15 7:44,6780249
Securities Fraud,6/27/07 0:17,2/9/12 2:00,3255348
Insider Trading,5/20/14 6:16,3/22/19 6:44,1104035
Securities Fraud,5/6/12 18:06,5/16/13 0:40,6706169
Ponzi Scheme,4/3/09 9:31,1/31/10 15:59,5236781
Ponzi Scheme,7/26/11 16:33,2/29/16 14:23,1844880
Insider Trading,12/19/12 3:36,9/1/16 21:52,3076474
Embezzlement,12/27/11 16:59,8/15/16 17:06,2683639
Ponzi Scheme,7/23/10 4:57,4/27/11 4:13,848199
Ponzi Scheme,9/22/12 14:46,4/1/15 18:21,5344088
Securities Fraud,8/13/09 10:05,7/19/10 0:42,164292
Ponzi Scheme,5/28/12 10:52,1/11/15 11:56,4562884
Securities Fraud,11/9/10 14:18,11/1/15 21:52,73249
Ponzi Scheme,5/23/09 16:18,9/5/13 12:38,6899487
Insider Trading,10/10/08 1:27,11/10/13 3:02,5886112
Securities Fraud,4/12/13 19:06,8/4/14 2:29,4343380
Securities Fraud,2/25/14 23:45,12/29/15 20:38,7979451
Ponzi Scheme,1/28/07 0:03,7/22/10 13:51,5243304
Ponzi Scheme,8/9/11 5:33,7/24/14 9:31,2938677
Securities Fraud,9/1/08 19:06,6/26/12 16:17,3750090
Ponzi Scheme,12/14/11 16:49,1/3/15 15:31,800423
Insider Trading,3/6/11 11:40,5/21/11 0:35,2967389
Insider Trading,9/26/07 14:34,10/15/07 20:49,8167378
Insider Trading,4/26/14 18:12,8/23/17 0:56,3775837
Ponzi Scheme,11/22/14 9:10,6/4/15 20:03,1751997
Embezzlement,1/14/12 20:35,1/9/14 15:10,2296940
Embezzlement,1/28/14 5:08,3/16/17 19:22,8477508
Embezzlement,8/4/14 20:02,3/8/19 4:32,2024507
Ponzi Scheme,4/27/12 5:02,12/15/16 11:04,1089045
Embezzlement,11/21/11 19:51,9/14/14 14:21,5233340
Embezzlement,12/27/12 9:44,5/27/15 2:11,7501832
Securities Fraud,12/31/10 18:21,2/22/16 16:04,5445020
Securities Fraud,4/3/10 10:02,4/14/15 5:14,2581700
Embezzlement,9/20/11 20:24,5/27/16 2:23,2548969
Insider Trading,10/24/14 14:47,11/15/19 23:20,7788691
Insider Trading,4/28/10 10:42,8/6/12 3:53,8005953
Embezzlement,11/26/08 11:33,5/5/10 18:09,3097049
Ponzi Scheme,10/22/09 1:14,4/10/13 17:28,7250988
Insider Trading,12/25/14 11:13,2/23/18 19:41,5148721
Embezzlement,10/16/14 6:10,6/16/15 21:57,8420369
Embezzlement,8/25/09 11:38,2/5/14 17:17,5826379
Insider Trading,1/29/14 18:23,9/9/18 2:08,1459045
Ponzi Scheme,1/10/11 7:54,11/29/15 21:09,492321
Insider Trading,10/7/11 20:07,10/8/13 7:46,2232441
Ponzi Scheme,6/9/08 11:31,1/3/12 9:17,1157121
Ponzi Scheme,9/5/07 0:21,4/3/11 1:26,9032209
Insider Trading,8/29/12 15:27,5/17/13 11:12,4456154
Securities Fraud,5/19/14 15:46,5/10/16 1:18,5678707
Insider Trading,10/29/11 12:07,10/1/16 20:26,2676296
Securities Fraud,10/20/08 0:50,2/1/14 14:57,8020264
Ponzi Scheme,2/15/10 18:55,8/8/14 3:35,7914456
Ponzi Scheme,10/12/11 11:35,4/20/12 22:37,6978117
Securities Fraud,11/25/09 10:19,8/22/10 12:02,3223497
Embezzlement,12/12/14 15:22,5/20/19 20:06,3802063
Securities Fraud,2/28/09 7:46,1/16/11 2:33,8129033
Insider Trading,7/1/12 23:26,8/7/15 20:38,4484027
Securities Fraud,11/28/08 4:56,8/13/10 5:13,1968705
Insider Trading,11/1/07 17:38,9/11/11 1:15,4846125
Securities Fraud,3/27/10 11:35,9/29/13 21:53,5888362
Ponzi Scheme,3/8/14 4:31,7/10/14 16:41,7085110
Insider Trading,1/30/08 14:23,8/9/09 19:00,8347221
Ponzi Scheme,12/12/09 10:33,12/16/14 15:20,6228804
Embezzlement,12/22/10 20:34,12/28/10 15:15,1529636
Ponzi Scheme,3/8/13 10:28,12/9/14 0:50,1027151
Securities Fraud,11/4/08 14:32,12/30/13 16:56,5114057
Securities Fraud,6/25/09 18:44,2/4/10 17:18,7129070
Ponzi Scheme,1/23/09 4:22,9/30/12 1:15,4093392
Ponzi Scheme,1/17/08 16:13,3/5/09 15:21,2875310
Embezzlement,9/2/12 6:48,4/28/14 10:23,5773376
Securities Fraud,9/1/11 1:20,9/11/15 9:14,1608638
Insider Trading,10/5/10 17:07,9/15/11 7:34,6009713
Embezzlement,8/17/09 17:36,11/10/10 7:23,5849446
Embezzlement,5/24/10 18:18,2/17/12 7:58,1223022
Insider Trading,5/23/10 18:54,7/7/14 16:10,431532
Insider Trading,6/30/07 22:14,10/12/07 18:33,325437
Securities Fraud,12/20/10 5:55,1/9/13 3:08,4455137
Embezzlement,3/24/13 13:32,2/8/14 8:39,1589308
Embezzlement,2/23/11 7:01,5/3/11 3:40,3589666
Embezzlement,7/1/09 17:34,4/25/12 16:42,8951431
Ponzi Scheme,9/11/14 1:09,1/30/20 10:48,8322698
Ponzi Scheme,7/10/07 2:02,4/20/12 3:28,2741496
Ponzi Scheme,8/10/07 0:17,12/27/09 15:12,6223581
Ponzi Scheme,1/2/07 19:51,1/22/07 12:27,6631518
Securities Fraud,3/22/10 0:13,3/17/13 17:10,6219329
Securities Fraud,3/16/09 4:52,5/23/12 10:25,5587425
Embezzlement,8/30/14 17:30,9/2/14 7:40,8724600
Ponzi Scheme,8/27/09 11:38,10/4/13 17:17,5921641
Insider Trading,1/5/12 13:45,11/19/16 21:15,8585184
Securities Fraud,8/29/10 4:21,7/18/12 14:19,9030366
Ponzi Scheme,8/25/14 18:40,1/23/15 6:41,491330
Embezzlement,6/3/08 6:59,3/27/11 3:39,705768
Embezzlement,9/20/07 4:10,4/5/08 3:13,1181405
Insider Trading,12/6/09 15:55,6/9/13 16:02,2730024
Securities Fraud,6/17/14 1:15,9/9/17 17:57,3801506
Insider Trading,8/6/13 11:09,4/28/15 0:11,6983759
Embezzlement,6/15/08 4:25,5/23/11 10:43,1374525
Insider Trading,9/28/12 21:08,3/20/15 13:21,4095973
Ponzi Scheme,4/18/12 11:47,8/13/14 7:08,5065067
Insider Trading,7/16/14 16:32,12/8/19 0:48,4600428
Securities Fraud,8/20/11 15:04,9/28/15 3:23,3129341
Securities Fraud,4/29/11 17:21,2/5/13 6:43,4759957
Securities Fraud,3/23/08 5:05,9/20/08 16:45,5715917
Ponzi Scheme,7/23/10 16:47,1/14/16 0:45,214413
Ponzi Scheme,5/31/10 2:32,10/17/11 15:45,2553621
Ponzi Scheme,6/2/10 6:49,1/16/14 0:26,4857361
Insider Trading,11/5/09 2:14,2/23/14 4:10,3527843
Embezzlement,11/18/07 11:07,7/19/10 1:26,2872510
Embezzlement,6/28/10 23:50,9/19/15 16:55,6859505
Securities Fraud,5/25/10 1:59,4/25/11 16:22,822552
Securities Fraud,10/31/07 19:31,9/10/12 11:08,8946140
Embezzlement,2/26/10 17:55,1/26/12 23:20,1619013
Insider Trading,11/29/06 18:02,8/24/08 13:45,103194
Securities Fraud,7/28/09 5:00,12/17/14 7:43,7413285
Securities Fraud,3/16/09 21:33,3/22/11 9:55,2143319
Securities Fraud,11/26/13 20:34,12/10/17 22:06,3776878
Embezzlement,2/25/09 8:23,6/22/11 0:50,4821237
Ponzi Scheme,3/23/10 7:15,11/18/14 9:09,7025106
Ponzi Scheme,1/29/07 13:43,12/22/07 16:56,9017923
Securities Fraud,5/10/14 21:00,10/3/18 12:07,9965332
Securities Fraud,4/24/13 4:58,6/15/15 4:48,8827186
Insider Trading,3/18/11 10:30,11/8/12 4:25,5088402
Securities Fraud,6/5/13 11:32,8/14/17 4:38,4215253
Securities Fraud,6/21/08 23:59,10/7/09 17:28,3400719
Insider Trading,6/22/08 19:53,12/14/09 20:43,1145201
Securities Fraud,4/6/12 16:29,11/26/15 22:27,7852650
Securities Fraud,7/9/12 1:58,5/26/14 3:10,2887334
Securities Fraud,10/17/14 16:45,3/24/19 4:31,6147912
Embezzlement,3/16/13 17:36,2/18/18 15:16,2135780
Securities Fraud,7/17/11 8:21,6/6/12 9:51,9749283
Insider Trading,10/18/06 17:32,4/14/07 9:09,5617733
Embezzlement,6/24/12 9:46,7/24/16 10:51,4048031
Insider Trading,5/24/07 15:09,6/19/08 7:49,6776129
Ponzi Scheme,1/2/07 3:31,3/24/08 14:13,8177810
Embezzlement,1/28/08 6:59,3/8/13 3:50,3281369
Embezzlement,6/4/13 2:52,1/25/15 10:17,2631148
Ponzi Scheme,1/20/09 20:03,1/20/10 21:32,9702687
Ponzi Scheme,1/26/14 7:44,12/29/15 2:34,9642366
Embezzlement,5/27/12 3:44,5/22/16 23:59,3670246
Embezzlement,7/13/08 19:21,10/2/09 14:05,7637872
Embezzlement,9/4/11 1:55,1/13/15 7:26,2217936
Securities Fraud,9/20/12 5:33,4/3/13 12:53,5104557
Ponzi Scheme,11/24/10 4:31,3/24/15 0:56,7404199
Ponzi Scheme,5/19/12 16:38,3/25/13 3:49,5902776
Insider Trading,11/12/09 14:25,2/12/12 4:45,3508504
Embezzlement,10/20/08 2:35,10/17/12 18:23,8701005
Securities Fraud,11/7/11 0:35,1/7/16 22:29,6328871
Ponzi Scheme,12/19/10 16:38,6/2/11 13:59,3809080
Insider Trading,6/1/07 12:59,5/18/10 2:29,2907440
Embezzlement,6/25/11 16:40,8/29/15 9:54,6466472
Securities Fraud,5/21/11 4:07,11/8/15 2:52,31349
Ponzi Scheme,10/29/10 0:42,2/4/15 10:31,6448409
Securities Fraud,3/27/13 21:47,4/2/18 20:06,2041516
Ponzi Scheme,8/7/12 14:45,3/2/17 9:16,9308391
Ponzi Scheme,3/11/07 10:40,3/26/12 17:33,7369623
Ponzi Scheme,12/28/09 3:33,6/7/10 15:03,8746735
Embezzlement,7/16/12 17:57,7/10/14 11:38,5301894
Insider Trading,12/12/10 22:01,9/30/14 6:22,4160514
Insider Trading,12/2/14 3:01,5/20/16 9:49,5638034
Insider Trading,3/28/12 17:42,3/4/17 18:18,6758118
Insider Trading,11/9/06 7:12,2/7/10 9:55,3411065
Ponzi Scheme,3/3/11 0:31,7/24/13 8:42,7939344
Insider Trading,7/13/07 19:28,3/22/12 8:06,7762769
Insider Trading,8/15/07 9:06,4/14/08 11:55,7431511
Securities Fraud,5/15/14 22:17,7/31/14 22:09,4316376
Insider Trading,9/27/10 8:56,10/31/10 13:29,4983479
Ponzi Scheme,9/2/08 21:42,6/19/09 20:37,7492044
Securities Fraud,10/13/10 20:16,3/25/16 11:59,6828110
Ponzi Scheme,3/7/11 2:56,1/17/16 17:05,2645017
Ponzi Scheme,7/22/12 3:02,1/2/15 6:06,8297281
Ponzi Scheme,4/26/07 16:11,3/20/12 18:29,1128396
Embezzlement,4/14/14 22:15,6/1/19 19:27,6614122
Embezzlement,12/21/07 14:11,6/21/12 4:30,5250674
Ponzi Scheme,2/28/13 9:20,6/19/17 4:44,9181651
Ponzi Scheme,10/26/11 23:26,10/23/16 22:30,4196246
Ponzi Scheme,11/18/07 22:22,12/31/07 9:35,1968424
Embezzlement,8/16/14 12:38,8/9/19 1:45,4226405
Embezzlement,12/19/12 20:44,5/8/17 10:11,8048210
Securities Fraud,7/25/10 10:33,5/8/11 21:56,5292646
Embezzlement,4/3/12 3:04,2/1/13 5:38,9251863
Embezzlement,7/14/09 1:21,6/12/10 7:59,8607361
Insider Trading,11/7/12 11:34,11/12/14 6:01,9771703
Ponzi Scheme,8/10/13 3:02,8/28/15 5:25,7086133
Ponzi Scheme,3/31/07 1:42,6/1/11 2:44,5278341
Ponzi Scheme,3/10/10 12:21,12/11/12 5:59,7973139
Insider Trading,10/14/11 19:43,8/13/14 19:25,189957
Insider Trading,11/11/09 16:24,6/25/13 23:38,6134961
Ponzi Scheme,4/6/14 4:12,9/21/14 15:04,2778075
Ponzi Scheme,9/1/09 20:01,1/28/11 22:19,793911
Securities Fraud,4/4/12 14:15,9/9/15 3:55,1323601
Ponzi Scheme,12/28/08 20:40,3/11/12 5:10,3974613
Securities Fraud,8/28/09 13:49,12/27/14 17:12,693108
Embezzlement,6/14/12 8:17,7/26/13 22:37,9636694
Securities Fraud,7/15/08 2:55,1/21/13 4:36,1169625
Embezzlement,7/12/11 7:45,3/14/16 21:39,1803097
Embezzlement,12/3/09 9:25,8/13/12 1:44,3805010
Securities Fraud,6/27/09 4:24,2/21/11 15:46,6072579
Ponzi Scheme,6/20/08 11:23,9/24/09 22:00,8402971
Securities Fraud,4/14/10 6:20,2/23/11 18:37,3586174
Insider Trading,6/1/09 3:08,8/13/13 17:26,4304356
Embezzlement,9/27/10 20:20,12/31/14 12:04,6425850
Embezzlement,9/1/12 22:57,5/25/13 15:10,7607704
Securities Fraud,4/9/11 10:19,11/21/11 4:52,7061505
Embezzlement,7/13/07 5:44,9/1/11 12:26,4686305
Insider Trading,11/20/08 5:08,1/23/11 12:12,182057
Securities Fraud,12/1/06 9:37,2/16/09 3:12,7405359
Securities Fraud,8/19/09 5:43,12/15/14 2:10,2148660
Ponzi Scheme,9/9/09 5:00,1/9/10 1:59,5052350
Securities Fraud,10/28/09 15:56,11/27/09 2:55,2708197
Insider Trading,10/21/12 8:40,6/10/13 10:28,3898771
Embezzlement,2/8/09 12:38,11/15/10 5:29,9364239
Ponzi Scheme,2/27/14 19:14,9/12/17 7:36,2321451
Insider Trading,4/19/14 11:57,11/18/18 10:19,2322957
Securities Fraud,11/7/14 10:29,6/20/15 6:20,1599887
Embezzlement,9/12/07 14:54,11/3/08 18:18,9558844
Embezzlement,7/29/08 6:22,3/31/12 6:04,6849368
Embezzlement,3/12/07 15:59,8/13/07 11:47,863423
Embezzlement,10/15/09 22:41,5/31/13 11:13,8503351
Securities Fraud,3/13/12 11:51,3/2/16 0:41,6245983
Embezzlement,7/25/12 2:26,4/14/17 3:47,5317057
Ponzi Scheme,2/13/12 23:07,1/5/13 21:49,6675778
Insider Trading,9/14/14 14:57,4/11/19 8:12,1765418
Insider Trading,11/4/12 4:49,6/18/16 16:03,501766
Securities Fraud,1/6/10 5:36,10/2/11 5:24,9270147
Securities Fraud,9/25/07 10:17,7/21/09 6:18,9679588
Insider Trading,9/27/14 1:15,11/30/15 5:09,9370228
Ponzi Scheme,3/29/14 21:12,8/29/18 14:27,8466585
Embezzlement,7/18/07 11:23,11/20/11 18:23,1789323
Insider Trading,9/16/09 18:56,4/27/12 12:11,3695808
Ponzi Scheme,5/14/13 15:51,4/10/14 5:23,7068213
Ponzi Scheme,7/19/08 12:21,1/9/11 3:12,6376965
Ponzi Scheme,10/16/11 12:05,6/5/15 2:40,1962961
Ponzi Scheme,12/22/07 18:23,9/22/11 2:12,7937058
Ponzi Scheme,4/23/13 14:57,9/23/15 12:47,2375399
Embezzlement,3/10/10 9:27,5/25/12 19:44,38335
Insider Trading,4/25/07 12:01,12/23/11 15:03,9355743
Insider Trading,6/21/12 3:36,7/8/12 14:22,7916534
Securities Fraud,1/12/11 19:41,6/1/11 17:58,224691
Insider Trading,3/23/10 17:40,5/11/10 8:19,6515709
Ponzi Scheme,7/3/12 20:49,2/23/15 15:35,3135940
Ponzi Scheme,3/17/08 11:24,11/7/11 20:53,8081439
Insider Trading,12/31/13 0:24,10/4/18 15:17,4215679
Embezzlement,12/6/10 8:50,11/1/13 1:38,9925113
Embezzlement,8/24/10 19:56,3/14/11 13:03,1574262
Insider Trading,12/25/13 6:50,12/9/16 10:03,4015009
Securities Fraud,5/10/08 11:22,5/8/09 13:56,1471420
Ponzi Scheme,7/27/12 23:14,10/19/13 7:25,5127344
Insider Trading,8/2/14 12:34,9/6/19 12:28,6410622
Securities Fraud,2/29/08 4:06,6/14/11 17:29,5442395
Insider Trading,10/24/09 3:59,12/30/12 21:11,153648
Insider Trading,2/8/14 22:20,5/29/15 7:58,8623365
Embezzlement,9/6/08 5:18,6/10/11 14:20,9141122
Insider Trading,6/9/14 6:19,9/12/18 8:22,7222423
Securities Fraud,2/21/09 17:44,9/30/09 14:14,4500369
Securities Fraud,9/22/12 12:53,8/26/15 15:52,2222146
Ponzi Scheme,7/4/08 18:24,9/3/13 23:51,5972729
Embezzlement,11/9/08 5:30,12/2/10 7:41,4363694
Embezzlement,1/4/07 7:06,2/11/09 21:34,2413389
Securities Fraud,4/2/12 14:28,10/20/16 20:41,7354943
Securities Fraud,3/17/10 2:58,2/19/11 9:47,5232924
Ponzi Scheme,5/6/08 19:46,6/1/09 13:55,413247
Embezzlement,4/11/10 6:07,3/20/13 10:32,6903384
Insider Trading,3/5/08 15:44,3/16/08 20:42,8861695
Insider Trading,10/15/12 10:03,8/7/15 10:03,8512282
Embezzlement,3/4/09 12:40,7/5/12 8:42,9703847
Securities Fraud,11/4/06 20:26,2/26/08 5:52,6307364
Securities Fraud,11/1/13 23:04,2/28/18 22:40,6891334
Ponzi Scheme,2/23/13 22:10,12/29/17 9:07,1167584
Securities Fraud,1/8/08 15:00,2/6/12 11:16,1718236
Embezzlement,4/6/09 15:00,3/7/10 6:27,9163545
Ponzi Scheme,4/19/09 0:39,10/24/11 3:14,4587114
Insider Trading,9/20/08 22:23,4/19/12 4:13,9664350
Insider Trading,2/14/07 11:43,7/11/09 6:21,9996603
Securities Fraud,10/7/08 11:37,10/27/11 9:35,8528987
Ponzi Scheme,9/4/12 9:38,1/22/18 22:33,10452
Embezzlement,10/12/09 18:05,6/23/11 19:15,9666991
Ponzi Scheme,8/19/09 14:00,6/4/11 11:56,6076676
Ponzi Scheme,9/28/09 21:43,7/18/12 10:08,2690401
Securities Fraud,9/18/08 11:23,7/24/11 13:06,3340404
Securities Fraud,4/4/11 20:21,1/20/14 23:23,3654994
Embezzlement,2/14/10 12:16,7/10/14 19:54,735461
Securities Fraud,9/20/13 0:23,5/26/16 5:44,9731284
Embezzlement,10/21/08 8:36,6/9/12 10:06,553538
Ponzi Scheme,5/25/14 20:02,9/19/19 17:43,4156832
Insider Trading,5/2/13 6:26,12/2/17 17:49,626576
Embezzlement,12/9/14 5:19,1/14/20 14:43,302307
Securities Fraud,12/3/12 5:22,11/3/13 17:29,2186641
Insider Trading,9/28/13 11:13,6/25/18 13:59,5145034
Ponzi Scheme,2/20/10 0:42,6/26/12 21:58,5983623
Ponzi Scheme,1/4/08 14:01,9/23/11 17:09,4007980
Securities Fraud,6/4/08 17:40,8/21/13 2:53,8703135
Insider Trading,9/1/09 11:42,8/7/10 0:42,6575120
Embezzlement,12/22/14 17:37,11/15/16 18:50,1402000
Ponzi Scheme,7/14/11 19:27,2/19/14 6:03,2397609
Ponzi Scheme,9/13/14 20:42,3/7/15 23:59,2798972
Embezzlement,5/20/10 21:30,11/4/11 0:31,286615
Embezzlement,4/1/07 22:25,6/8/11 0:58,21340
Securities Fraud,12/22/11 22:57,6/2/14 9:09,6297896
Embezzlement,5/6/13 4:19,3/7/15 2:37,3170245
Securities Fraud,7/4/13 10:56,1/3/17 11:52,2701732
Securities Fraud,11/24/07 22:47,5/27/08 18:13,4705421
